torch version: 2.0.1
torchvision version: 0.15.2
mlxtend version: 0.23.4
Device is: cpu

[INFO] Data splits already exist under data/era5_data. Skipping split.
Weather train dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f45a4bdc190>
Weather val dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f45a4bdc550>
Weather test dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f45a4bdc760>

[INFO] Created SummaryWriter, saving to: runs/stormer_runs/epochs_50_lr_3e-4_hidden_size_1024/2025-06-12--14:10:37
Epoch: 1 | train_loss: 0.7247 | train_acc: 0.6233 | val_loss: 0.6188 | val_acc: 0.6473 | test_loss: 0.6183 | test_acc: 0.6351
Epoch: 2 | train_loss: 0.6748 | train_acc: 0.6432 | val_loss: 0.6199 | val_acc: 0.6448 | test_loss: 0.6111 | test_acc: 0.6530
Epoch: 3 | train_loss: 0.6728 | train_acc: 0.6466 | val_loss: 0.6241 | val_acc: 0.6595 | test_loss: 0.6246 | test_acc: 0.6643
Epoch: 4 | train_loss: 0.6587 | train_acc: 0.6600 | val_loss: 0.6516 | val_acc: 0.6726 | test_loss: 0.6582 | test_acc: 0.6700
Epoch: 5 | train_loss: 0.6464 | train_acc: 0.6695 | val_loss: 0.5975 | val_acc: 0.6687 | test_loss: 0.5957 | test_acc: 0.6700
Epoch: 6 | train_loss: 0.6411 | train_acc: 0.6706 | val_loss: 0.6004 | val_acc: 0.6705 | test_loss: 0.6009 | test_acc: 0.6703
Epoch: 7 | train_loss: 0.6587 | train_acc: 0.6597 | val_loss: 0.6072 | val_acc: 0.6723 | test_loss: 0.6068 | test_acc: 0.6698
Epoch: 8 | train_loss: 0.6348 | train_acc: 0.6766 | val_loss: 0.5894 | val_acc: 0.6905 | test_loss: 0.5882 | test_acc: 0.6813
Epoch: 9 | train_loss: 0.6271 | train_acc: 0.6838 | val_loss: 0.5916 | val_acc: 0.6974 | test_loss: 0.5910 | test_acc: 0.6983
Epoch: 10 | train_loss: 0.6228 | train_acc: 0.6880 | val_loss: 0.5843 | val_acc: 0.6845 | test_loss: 0.5835 | test_acc: 0.6882
Epoch: 11 | train_loss: 0.6166 | train_acc: 0.6894 | val_loss: 0.5767 | val_acc: 0.6953 | test_loss: 0.5741 | test_acc: 0.6969
Epoch: 12 | train_loss: 0.6131 | train_acc: 0.6928 | val_loss: 0.5752 | val_acc: 0.6946 | test_loss: 0.5752 | test_acc: 0.6958
Epoch: 13 | train_loss: 0.6058 | train_acc: 0.6985 | val_loss: 0.5791 | val_acc: 0.7066 | test_loss: 0.5796 | test_acc: 0.7047
Epoch: 14 | train_loss: 0.6031 | train_acc: 0.7013 | val_loss: 0.6042 | val_acc: 0.6859 | test_loss: 0.6027 | test_acc: 0.6820
Epoch: 15 | train_loss: 0.6235 | train_acc: 0.6731 | val_loss: 0.5966 | val_acc: 0.6602 | test_loss: 0.5999 | test_acc: 0.6569
