torch version: 2.0.1
torchvision version: 0.15.2
mlxtend version: 0.23.4
Device is: cpu

[INFO] Data splits already exist under data/era5_data. Skipping split.
Weather train dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f91e44a00a0>
Weather val dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f91e44a06a0>
Weather test dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f91e44a08e0>

Passed Initialization (hidden_size % num_heads == 0)
[INFO] Created SummaryWriter, saving to: runs/stormer_runs/epochs_50_lr_1e-4_hidden_size_612_depth_12_heads_9/2025-06-17--16:11:26
Epoch: 1 | train_loss: 0.6363 | train_acc: 0.6965 | val_loss: 0.5363 | val_acc: 0.7321 | test_loss: 0.5350 | test_acc: 0.7323
Epoch: 2 | train_loss: 0.5858 | train_acc: 0.7321 | val_loss: 0.5177 | val_acc: 0.7447 | test_loss: 0.5087 | test_acc: 0.7472
Epoch: 3 | train_loss: 0.5581 | train_acc: 0.7463 | val_loss: 0.5077 | val_acc: 0.7445 | test_loss: 0.5035 | test_acc: 0.7500
Epoch: 4 | train_loss: 0.5452 | train_acc: 0.7528 | val_loss: 0.4948 | val_acc: 0.7652 | test_loss: 0.4887 | test_acc: 0.7622
Epoch: 5 | train_loss: 0.5313 | train_acc: 0.7587 | val_loss: 0.4840 | val_acc: 0.7640 | test_loss: 0.4782 | test_acc: 0.7590
Epoch: 6 | train_loss: 0.5236 | train_acc: 0.7619 | val_loss: 0.4807 | val_acc: 0.7626 | test_loss: 0.4799 | test_acc: 0.7585
Epoch: 7 | train_loss: 0.5179 | train_acc: 0.7619 | val_loss: 0.4836 | val_acc: 0.7677 | test_loss: 0.4825 | test_acc: 0.7594
Epoch: 8 | train_loss: 0.5143 | train_acc: 0.7655 | val_loss: 0.4816 | val_acc: 0.7640 | test_loss: 0.4776 | test_acc: 0.7615
Epoch: 9 | train_loss: 0.5765 | train_acc: 0.7176 | val_loss: 0.4868 | val_acc: 0.7631 | test_loss: 0.4862 | test_acc: 0.7546
Epoch: 10 | train_loss: 0.5196 | train_acc: 0.7600 | val_loss: 0.4830 | val_acc: 0.7610 | test_loss: 0.4802 | test_acc: 0.7629
Epoch: 11 | train_loss: 0.5067 | train_acc: 0.7679 | val_loss: 0.4800 | val_acc: 0.7675 | test_loss: 0.4752 | test_acc: 0.7642
Epoch: 12 | train_loss: 0.5106 | train_acc: 0.7634 | val_loss: 0.4798 | val_acc: 0.7675 | test_loss: 0.4747 | test_acc: 0.7661
Epoch: 13 | train_loss: 0.5057 | train_acc: 0.7681 | val_loss: 0.4755 | val_acc: 0.7707 | test_loss: 0.4723 | test_acc: 0.7619
Epoch: 14 | train_loss: 0.5030 | train_acc: 0.7692 | val_loss: 0.4789 | val_acc: 0.7624 | test_loss: 0.4723 | test_acc: 0.7619
Epoch: 15 | train_loss: 0.5024 | train_acc: 0.7678 | val_loss: 0.4903 | val_acc: 0.7606 | test_loss: 0.4875 | test_acc: 0.7583
Epoch: 16 | train_loss: 0.4998 | train_acc: 0.7681 | val_loss: 0.4782 | val_acc: 0.7659 | test_loss: 0.4717 | test_acc: 0.7608
Epoch: 17 | train_loss: 0.4979 | train_acc: 0.7682 | val_loss: 0.4816 | val_acc: 0.7631 | test_loss: 0.4739 | test_acc: 0.7622
Epoch: 18 | train_loss: 0.4958 | train_acc: 0.7698 | val_loss: 0.4713 | val_acc: 0.7725 | test_loss: 0.4680 | test_acc: 0.7640
Epoch: 19 | train_loss: 0.4941 | train_acc: 0.7708 | val_loss: 0.4762 | val_acc: 0.7647 | test_loss: 0.4735 | test_acc: 0.7574
Epoch: 20 | train_loss: 0.4948 | train_acc: 0.7688 | val_loss: 0.4779 | val_acc: 0.7665 | test_loss: 0.4710 | test_acc: 0.7638
Epoch: 21 | train_loss: 0.4895 | train_acc: 0.7734 | val_loss: 0.4847 | val_acc: 0.7647 | test_loss: 0.4773 | test_acc: 0.7578
Epoch: 22 | train_loss: 0.4886 | train_acc: 0.7708 | val_loss: 0.4788 | val_acc: 0.7665 | test_loss: 0.4740 | test_acc: 0.7610
Epoch: 23 | train_loss: 0.4882 | train_acc: 0.7725 | val_loss: 0.4725 | val_acc: 0.7640 | test_loss: 0.4695 | test_acc: 0.7594
Epoch: 24 | train_loss: 0.4888 | train_acc: 0.7698 | val_loss: 0.4745 | val_acc: 0.7698 | test_loss: 0.4701 | test_acc: 0.7663
Epoch: 25 | train_loss: 0.4854 | train_acc: 0.7732 | val_loss: 0.4758 | val_acc: 0.7663 | test_loss: 0.4704 | test_acc: 0.7592
Epoch: 26 | train_loss: 0.4828 | train_acc: 0.7720 | val_loss: 0.4665 | val_acc: 0.7727 | test_loss: 0.4665 | test_acc: 0.7645
Epoch: 27 | train_loss: 0.4832 | train_acc: 0.7726 | val_loss: 0.4765 | val_acc: 0.7603 | test_loss: 0.4700 | test_acc: 0.7626
Epoch: 28 | train_loss: 0.4787 | train_acc: 0.7756 | val_loss: 0.4734 | val_acc: 0.7734 | test_loss: 0.4696 | test_acc: 0.7647
Epoch: 29 | train_loss: 0.4802 | train_acc: 0.7739 | val_loss: 0.4709 | val_acc: 0.7684 | test_loss: 0.4670 | test_acc: 0.7711
Epoch: 30 | train_loss: 0.4812 | train_acc: 0.7728 | val_loss: 0.4709 | val_acc: 0.7748 | test_loss: 0.4695 | test_acc: 0.7675
Epoch: 31 | train_loss: 0.4778 | train_acc: 0.7739 | val_loss: 0.4755 | val_acc: 0.7732 | test_loss: 0.4701 | test_acc: 0.7693
Epoch: 32 | train_loss: 0.4808 | train_acc: 0.7738 | val_loss: 0.4747 | val_acc: 0.7695 | test_loss: 0.4683 | test_acc: 0.7652
Epoch: 33 | train_loss: 0.4781 | train_acc: 0.7730 | val_loss: 0.4647 | val_acc: 0.7707 | test_loss: 0.4642 | test_acc: 0.7711
Epoch: 34 | train_loss: 0.4779 | train_acc: 0.7749 | val_loss: 0.4710 | val_acc: 0.7711 | test_loss: 0.4639 | test_acc: 0.7677
Epoch: 35 | train_loss: 0.4749 | train_acc: 0.7762 | val_loss: 0.4763 | val_acc: 0.7705 | test_loss: 0.4684 | test_acc: 0.7649
Epoch: 36 | train_loss: 0.4767 | train_acc: 0.7758 | val_loss: 0.4593 | val_acc: 0.7727 | test_loss: 0.4616 | test_acc: 0.7707
Epoch: 37 | train_loss: 0.4765 | train_acc: 0.7745 | val_loss: 0.4736 | val_acc: 0.7672 | test_loss: 0.4697 | test_acc: 0.7631
Epoch: 38 | train_loss: 0.4749 | train_acc: 0.7752 | val_loss: 0.4632 | val_acc: 0.7787 | test_loss: 0.4634 | test_acc: 0.7682
Epoch: 39 | train_loss: 0.4748 | train_acc: 0.7753 | val_loss: 0.4714 | val_acc: 0.7721 | test_loss: 0.4654 | test_acc: 0.7684
Epoch: 40 | train_loss: 0.4768 | train_acc: 0.7731 | val_loss: 0.4724 | val_acc: 0.7677 | test_loss: 0.4666 | test_acc: 0.7665
Epoch: 41 | train_loss: 0.4745 | train_acc: 0.7737 | val_loss: 0.4771 | val_acc: 0.7679 | test_loss: 0.4752 | test_acc: 0.7597
Epoch: 42 | train_loss: 0.4773 | train_acc: 0.7723 | val_loss: 0.4744 | val_acc: 0.7661 | test_loss: 0.4643 | test_acc: 0.7645
Epoch: 43 | train_loss: 0.4744 | train_acc: 0.7746 | val_loss: 0.4680 | val_acc: 0.7746 | test_loss: 0.4641 | test_acc: 0.7675
Epoch: 44 | train_loss: 0.4742 | train_acc: 0.7759 | val_loss: 0.5279 | val_acc: 0.7346 | test_loss: 0.5177 | test_acc: 0.7374
Epoch: 45 | train_loss: 0.4791 | train_acc: 0.7686 | val_loss: 0.4677 | val_acc: 0.7693 | test_loss: 0.4666 | test_acc: 0.7714
Epoch: 46 | train_loss: 0.4724 | train_acc: 0.7732 | val_loss: 0.4674 | val_acc: 0.7760 | test_loss: 0.4569 | test_acc: 0.7741
Epoch: 47 | train_loss: 0.4685 | train_acc: 0.7767 | val_loss: 0.4704 | val_acc: 0.7741 | test_loss: 0.4674 | test_acc: 0.7727
Epoch: 48 | train_loss: 0.4737 | train_acc: 0.7739 | val_loss: 0.4677 | val_acc: 0.7721 | test_loss: 0.4590 | test_acc: 0.7760
Epoch: 49 | train_loss: 0.4718 | train_acc: 0.7740 | val_loss: 0.4770 | val_acc: 0.7688 | test_loss: 0.4623 | test_acc: 0.7679
Epoch: 50 | train_loss: 0.4705 | train_acc: 0.7765 | val_loss: 0.4714 | val_acc: 0.7723 | test_loss: 0.4703 | test_acc: 0.7622
[INFO] Saving model to: /var/scratch/ase347/DeepSummit/checkpoints/stormer_epochs_50_lr_1e-4_hidden_size_612_depth_12_heads_9.pth
