torch version: 2.0.1
torchvision version: 0.15.2
mlxtend version: 0.23.4
Device is: cpu

[INFO] Data splits already exist under data/era5_data. Skipping split.
Weather train dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f2700948550>
Weather val dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f2700948580>
Weather test dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f2700948790>

Passed Initialization (hidden_size % num_heads == 0)
[INFO] Created SummaryWriter, saving to: runs/stormer_runs/epochs_50_lr_1e-4_hidden_size_306_depth_12_heads_9/2025-06-17--16:14:18
Epoch: 1 | train_loss: 0.6577 | train_acc: 0.6963 | val_loss: 0.5355 | val_acc: 0.7390 | test_loss: 0.5339 | test_acc: 0.7312
Epoch: 2 | train_loss: 0.5837 | train_acc: 0.7328 | val_loss: 0.5170 | val_acc: 0.7461 | test_loss: 0.5141 | test_acc: 0.7431
Epoch: 3 | train_loss: 0.5642 | train_acc: 0.7416 | val_loss: 0.5153 | val_acc: 0.7468 | test_loss: 0.5067 | test_acc: 0.7477
Epoch: 4 | train_loss: 0.5512 | train_acc: 0.7484 | val_loss: 0.4988 | val_acc: 0.7564 | test_loss: 0.5007 | test_acc: 0.7479
Epoch: 5 | train_loss: 0.5401 | train_acc: 0.7520 | val_loss: 0.4927 | val_acc: 0.7599 | test_loss: 0.4874 | test_acc: 0.7569
Epoch: 6 | train_loss: 0.5319 | train_acc: 0.7561 | val_loss: 0.4977 | val_acc: 0.7537 | test_loss: 0.4897 | test_acc: 0.7567
Epoch: 7 | train_loss: 0.5264 | train_acc: 0.7612 | val_loss: 0.4849 | val_acc: 0.7571 | test_loss: 0.4861 | test_acc: 0.7539
Epoch: 8 | train_loss: 0.5191 | train_acc: 0.7622 | val_loss: 0.4848 | val_acc: 0.7599 | test_loss: 0.4885 | test_acc: 0.7509
Epoch: 9 | train_loss: 0.5170 | train_acc: 0.7615 | val_loss: 0.4858 | val_acc: 0.7580 | test_loss: 0.4761 | test_acc: 0.7619
Epoch: 10 | train_loss: 0.5133 | train_acc: 0.7632 | val_loss: 0.4775 | val_acc: 0.7645 | test_loss: 0.4761 | test_acc: 0.7617
Epoch: 11 | train_loss: 0.5075 | train_acc: 0.7665 | val_loss: 0.4844 | val_acc: 0.7615 | test_loss: 0.4861 | test_acc: 0.7574
Epoch: 12 | train_loss: 0.5038 | train_acc: 0.7677 | val_loss: 0.4813 | val_acc: 0.7617 | test_loss: 0.4794 | test_acc: 0.7571
Epoch: 13 | train_loss: 0.5008 | train_acc: 0.7689 | val_loss: 0.4835 | val_acc: 0.7661 | test_loss: 0.4766 | test_acc: 0.7590
Epoch: 14 | train_loss: 0.5005 | train_acc: 0.7668 | val_loss: 0.4694 | val_acc: 0.7695 | test_loss: 0.4692 | test_acc: 0.7624
Epoch: 15 | train_loss: 0.4950 | train_acc: 0.7701 | val_loss: 0.4739 | val_acc: 0.7672 | test_loss: 0.4685 | test_acc: 0.7654
Epoch: 16 | train_loss: 0.4936 | train_acc: 0.7709 | val_loss: 0.4791 | val_acc: 0.7617 | test_loss: 0.4746 | test_acc: 0.7580
Epoch: 17 | train_loss: 0.4890 | train_acc: 0.7740 | val_loss: 0.4767 | val_acc: 0.7571 | test_loss: 0.4733 | test_acc: 0.7553
Epoch: 18 | train_loss: 0.4897 | train_acc: 0.7720 | val_loss: 0.4747 | val_acc: 0.7606 | test_loss: 0.4697 | test_acc: 0.7615
Epoch: 19 | train_loss: 0.4866 | train_acc: 0.7750 | val_loss: 0.4684 | val_acc: 0.7670 | test_loss: 0.4660 | test_acc: 0.7622
Epoch: 20 | train_loss: 0.4852 | train_acc: 0.7740 | val_loss: 0.4744 | val_acc: 0.7663 | test_loss: 0.4677 | test_acc: 0.7652
Epoch: 21 | train_loss: 0.4824 | train_acc: 0.7742 | val_loss: 0.4690 | val_acc: 0.7737 | test_loss: 0.4638 | test_acc: 0.7684
Epoch: 22 | train_loss: 0.4833 | train_acc: 0.7745 | val_loss: 0.4704 | val_acc: 0.7640 | test_loss: 0.4667 | test_acc: 0.7693
Epoch: 23 | train_loss: 0.4795 | train_acc: 0.7748 | val_loss: 0.4711 | val_acc: 0.7705 | test_loss: 0.4676 | test_acc: 0.7659
Epoch: 24 | train_loss: 0.4771 | train_acc: 0.7774 | val_loss: 0.4704 | val_acc: 0.7718 | test_loss: 0.4602 | test_acc: 0.7684
Epoch: 25 | train_loss: 0.4770 | train_acc: 0.7748 | val_loss: 0.4642 | val_acc: 0.7727 | test_loss: 0.4611 | test_acc: 0.7700
Epoch: 26 | train_loss: 0.4736 | train_acc: 0.7768 | val_loss: 0.4698 | val_acc: 0.7670 | test_loss: 0.4668 | test_acc: 0.7718
Epoch: 27 | train_loss: 0.4742 | train_acc: 0.7754 | val_loss: 0.4665 | val_acc: 0.7760 | test_loss: 0.4669 | test_acc: 0.7654
Epoch: 28 | train_loss: 0.4713 | train_acc: 0.7765 | val_loss: 0.4659 | val_acc: 0.7698 | test_loss: 0.4589 | test_acc: 0.7716
Epoch: 29 | train_loss: 0.4731 | train_acc: 0.7770 | val_loss: 0.4630 | val_acc: 0.7806 | test_loss: 0.4586 | test_acc: 0.7721
Epoch: 30 | train_loss: 0.4674 | train_acc: 0.7802 | val_loss: 0.4689 | val_acc: 0.7700 | test_loss: 0.4663 | test_acc: 0.7695
Epoch: 31 | train_loss: 0.4686 | train_acc: 0.7780 | val_loss: 0.4628 | val_acc: 0.7746 | test_loss: 0.4536 | test_acc: 0.7727
Epoch: 32 | train_loss: 0.4684 | train_acc: 0.7772 | val_loss: 0.4683 | val_acc: 0.7721 | test_loss: 0.4629 | test_acc: 0.7672
Epoch: 33 | train_loss: 0.4677 | train_acc: 0.7771 | val_loss: 0.4680 | val_acc: 0.7702 | test_loss: 0.4571 | test_acc: 0.7654
Epoch: 34 | train_loss: 0.4656 | train_acc: 0.7785 | val_loss: 0.4629 | val_acc: 0.7760 | test_loss: 0.4570 | test_acc: 0.7705
Epoch: 35 | train_loss: 0.4715 | train_acc: 0.7765 | val_loss: 0.4598 | val_acc: 0.7716 | test_loss: 0.4537 | test_acc: 0.7705
Epoch: 36 | train_loss: 0.4628 | train_acc: 0.7798 | val_loss: 0.4647 | val_acc: 0.7755 | test_loss: 0.4594 | test_acc: 0.7723
Epoch: 37 | train_loss: 0.4613 | train_acc: 0.7801 | val_loss: 0.4613 | val_acc: 0.7776 | test_loss: 0.4573 | test_acc: 0.7700
Epoch: 38 | train_loss: 0.4609 | train_acc: 0.7801 | val_loss: 0.4615 | val_acc: 0.7744 | test_loss: 0.4584 | test_acc: 0.7727
Epoch: 39 | train_loss: 0.4607 | train_acc: 0.7806 | val_loss: 0.4645 | val_acc: 0.7783 | test_loss: 0.4574 | test_acc: 0.7702
Epoch: 40 | train_loss: 0.4612 | train_acc: 0.7788 | val_loss: 0.4584 | val_acc: 0.7780 | test_loss: 0.4553 | test_acc: 0.7734
Epoch: 41 | train_loss: 0.4572 | train_acc: 0.7827 | val_loss: 0.4590 | val_acc: 0.7773 | test_loss: 0.4573 | test_acc: 0.7730
Epoch: 42 | train_loss: 0.4594 | train_acc: 0.7808 | val_loss: 0.4614 | val_acc: 0.7773 | test_loss: 0.4563 | test_acc: 0.7711
Epoch: 43 | train_loss: 0.4579 | train_acc: 0.7817 | val_loss: 0.4671 | val_acc: 0.7771 | test_loss: 0.4635 | test_acc: 0.7739
Epoch: 44 | train_loss: 0.4555 | train_acc: 0.7824 | val_loss: 0.4635 | val_acc: 0.7815 | test_loss: 0.4583 | test_acc: 0.7716
Epoch: 45 | train_loss: 0.4550 | train_acc: 0.7824 | val_loss: 0.4630 | val_acc: 0.7750 | test_loss: 0.4587 | test_acc: 0.7718
Epoch: 46 | train_loss: 0.4548 | train_acc: 0.7827 | val_loss: 0.4591 | val_acc: 0.7803 | test_loss: 0.4541 | test_acc: 0.7762
Epoch: 47 | train_loss: 0.4555 | train_acc: 0.7816 | val_loss: 0.4592 | val_acc: 0.7764 | test_loss: 0.4548 | test_acc: 0.7760
