
A module that was compiled using NumPy 1.x cannot be run in
NumPy 2.0.1 as it may crash. To support both 1.x and 2.x
versions of NumPy, modules must be compiled with NumPy 2.0.
Some module may need to rebuild instead e.g. with 'pybind11>=2.12'.

If you are a user of the module, the easiest solution will be to
downgrade to 'numpy<2' or try to upgrade the affected module.
We expect that some modules will need time to support NumPy 2.

Traceback (most recent call last):  File "/var/scratch/ase347/DeepSummit/src/scripts/train_saint.py", line 9, in <module>
    import torchvision
  File "/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/__init__.py", line 6, in <module>
    from torchvision import datasets, io, models, ops, transforms, utils
  File "/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/models/__init__.py", line 17, in <module>
    from . import detection, optical_flow, quantization, segmentation, video
  File "/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/models/detection/__init__.py", line 1, in <module>
    from .faster_rcnn import *
  File "/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/models/detection/faster_rcnn.py", line 16, in <module>
    from .anchor_utils import AnchorGenerator
  File "/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/models/detection/anchor_utils.py", line 10, in <module>
    class AnchorGenerator(nn.Module):
  File "/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/models/detection/anchor_utils.py", line 63, in AnchorGenerator
    device: torch.device = torch.device("cpu"),
/var/scratch/ase347/anaconda3/envs/deepsummit/lib/python3.10/site-packages/torchvision/models/detection/anchor_utils.py:63: UserWarning: Failed to initialize NumPy: _ARRAY_API not found (Triggered internally at /opt/conda/conda-bld/pytorch_1682343904639/work/torch/csrc/utils/tensor_numpy.cpp:84.)
  device: torch.device = torch.device("cpu"),
torch version: 2.0.1
torchvision version: 0.15.2
mlxtend version: 0.23.4
numpy version: 2.0.1
Device is: cpu

[INFO] Data splits already exist under data/himalayas_data. Skipping split.
Tabular train dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7fc5da58fac0>
Tabular val dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7fc5d9c41090>
Tabular test dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7fc5d9c41150>

[INFO] Created SummaryWriter, saving to: runs/saint_runs/epochs_50_lr_1e-3_depth_6/2025-06-10--14:05:59
  0%|          | 0/50 [00:00<?, ?it/s]  2%|▏         | 1/50 [03:20<2:43:23, 200.07s/it]Epoch: 1 | train_loss: 0.6906 | train_acc: 0.5489 | val_loss: 0.6880 | val_acc: 0.5558 | test_loss: 0.6868 | test_acc: 0.5656
  4%|▍         | 2/50 [06:17<2:29:36, 187.00s/it]Epoch: 2 | train_loss: 0.6882 | train_acc: 0.5536 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6849 | test_acc: 0.5656
  6%|▌         | 3/50 [09:23<2:25:56, 186.30s/it]Epoch: 3 | train_loss: 0.7106 | train_acc: 0.5480 | val_loss: 0.6871 | val_acc: 0.5558 | test_loss: 0.6852 | test_acc: 0.5656
  8%|▊         | 4/50 [12:06<2:15:54, 177.27s/it]Epoch: 4 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6870 | val_acc: 0.5558 | test_loss: 0.6852 | test_acc: 0.5656
 10%|█         | 5/50 [14:45<2:07:56, 170.59s/it]Epoch: 5 | train_loss: 0.6873 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6848 | test_acc: 0.5656
 12%|█▏        | 6/50 [17:29<2:03:26, 168.32s/it]Epoch: 6 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6870 | val_acc: 0.5558 | test_loss: 0.6851 | test_acc: 0.5656
 14%|█▍        | 7/50 [20:07<1:58:15, 165.01s/it]Epoch: 7 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6848 | test_acc: 0.5656
 16%|█▌        | 8/50 [22:48<1:54:28, 163.52s/it]Epoch: 8 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6846 | test_acc: 0.5656
 18%|█▊        | 9/50 [25:30<1:51:37, 163.35s/it]Epoch: 9 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6870 | val_acc: 0.5558 | test_loss: 0.6846 | test_acc: 0.5656
 20%|██        | 10/50 [28:18<1:49:45, 164.64s/it]Epoch: 10 | train_loss: 0.7735 | train_acc: 0.5469 | val_loss: 0.6875 | val_acc: 0.5558 | test_loss: 0.6846 | test_acc: 0.5656
 22%|██▏       | 11/50 [31:07<1:47:49, 165.87s/it]Epoch: 11 | train_loss: 0.6875 | train_acc: 0.5543 | val_loss: 0.6871 | val_acc: 0.5558 | test_loss: 0.6853 | test_acc: 0.5656
 24%|██▍       | 12/50 [33:55<1:45:30, 166.58s/it]Epoch: 12 | train_loss: 0.6872 | train_acc: 0.5547 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6846 | test_acc: 0.5656
 26%|██▌       | 13/50 [36:49<1:44:08, 168.87s/it]Epoch: 13 | train_loss: 0.6873 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6848 | test_acc: 0.5656
 28%|██▊       | 14/50 [39:36<1:40:55, 168.20s/it]Epoch: 14 | train_loss: 0.6873 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6847 | test_acc: 0.5656
 30%|███       | 15/50 [42:41<1:41:09, 173.42s/it]Epoch: 15 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6849 | test_acc: 0.5656
 32%|███▏      | 16/50 [45:41<1:39:22, 175.35s/it]Epoch: 16 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6870 | val_acc: 0.5558 | test_loss: 0.6851 | test_acc: 0.5656
 34%|███▍      | 17/50 [48:28<1:35:00, 172.75s/it]Epoch: 17 | train_loss: 0.6872 | train_acc: 0.5547 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6849 | test_acc: 0.5656
 36%|███▌      | 18/50 [51:15<1:31:13, 171.04s/it]Epoch: 18 | train_loss: 0.8239 | train_acc: 0.5534 | val_loss: 0.6870 | val_acc: 0.5558 | test_loss: 0.6845 | test_acc: 0.5656
 38%|███▊      | 19/50 [54:17<1:30:08, 174.47s/it]Epoch: 19 | train_loss: 0.6872 | train_acc: 0.5546 | val_loss: 0.6869 | val_acc: 0.5558 | test_loss: 0.6846 | test_acc: 0.5656
