torch version: 2.0.1
torchvision version: 0.15.2
mlxtend version: 0.23.4
Device is: cpu

[INFO] Data splits already exist under data/era5_data. Skipping split.
Weather train dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f80bc440310>
Weather val dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f80bc440790>
Weather test dataloader: <torch.utils.data.dataloader.DataLoader object at 0x7f80bc440490>

Passed Initialization (hidden_size % num_heads == 0)
[INFO] Created SummaryWriter, saving to: runs/stormer_runs/epochs_50_lr_1e-6_hidden_size_612_depth_12_heads_12/2025-06-18--15:41:47
Epoch: 1 | train_loss: 0.7433 | train_acc: 0.6068 | val_loss: 0.6384 | val_acc: 0.6450 | test_loss: 0.6420 | test_acc: 0.6438
Epoch: 2 | train_loss: 0.6866 | train_acc: 0.6545 | val_loss: 0.6136 | val_acc: 0.6574 | test_loss: 0.6164 | test_acc: 0.6579
Epoch: 3 | train_loss: 0.6636 | train_acc: 0.6716 | val_loss: 0.5962 | val_acc: 0.6781 | test_loss: 0.5942 | test_acc: 0.6792
Epoch: 4 | train_loss: 0.6492 | train_acc: 0.6842 | val_loss: 0.5823 | val_acc: 0.6965 | test_loss: 0.5811 | test_acc: 0.6939
Epoch: 5 | train_loss: 0.6408 | train_acc: 0.6956 | val_loss: 0.5738 | val_acc: 0.7054 | test_loss: 0.5725 | test_acc: 0.7045
Epoch: 6 | train_loss: 0.6310 | train_acc: 0.7030 | val_loss: 0.5863 | val_acc: 0.6829 | test_loss: 0.5804 | test_acc: 0.6875
Epoch: 7 | train_loss: 0.6260 | train_acc: 0.7033 | val_loss: 0.5650 | val_acc: 0.7153 | test_loss: 0.5624 | test_acc: 0.7190
Epoch: 8 | train_loss: 0.6212 | train_acc: 0.7115 | val_loss: 0.5570 | val_acc: 0.7128 | test_loss: 0.5555 | test_acc: 0.7119
Epoch: 9 | train_loss: 0.6161 | train_acc: 0.7146 | val_loss: 0.5547 | val_acc: 0.7263 | test_loss: 0.5551 | test_acc: 0.7160
Epoch: 10 | train_loss: 0.6138 | train_acc: 0.7164 | val_loss: 0.5505 | val_acc: 0.7250 | test_loss: 0.5497 | test_acc: 0.7192
Epoch: 11 | train_loss: 0.6097 | train_acc: 0.7186 | val_loss: 0.5495 | val_acc: 0.7273 | test_loss: 0.5453 | test_acc: 0.7266
